dato1;paske;f_pk;gr_1;gr_2;gr_3;lpy
01.01.2000;0;0;-0.980392156862745;-2.98039215686275;-0.980392156862745;0
01.02.2000;0;0;1;0.0196078431372549;0;0.75
01.03.2000;-0.245098039215686;-0.415686274509804;0.941176470588235;4.29411764705882;0.705882352941177;0
01.04.2000;0.245098039215686;0.415686274509804;-2.94117647058824;-4.33333333333333;-0.725490196078431;0
01.05.2000;0;0;4.33333333333333;5.09803921568627;1.41176470588235;0
01.06.2000;0;0;-3.58823529411765;-3.52941176470588;-1.52941176470588;0
01.07.2000;0;0;-0.96078431372549;-2.90196078431373;0.0196078431372549;0
01.08.2000;0;0;0.96078431372549;1.92156862745098;0;0
01.09.2000;0;0;0.0392156862745098;1.01960784313725;1;0
01.10.2000;0;0;-0.0196078431372549;-2.96078431372549;-1;0
01.11.2000;0;0;-0.0196078431372549;1.94117647058824;0;0
01.12.2000;0;0;-1.98039215686275;-1.98039215686275;-0.0196078431372549;0
01.01.2001;0;0;1.01960784313725;1.01960784313725;0.0196078431372548;0
01.02.2001;0;0;0;0.0196078431372549;0;-0.25
01.03.2001;-0.245098039215686;-0.415686274509804;0.941176470588235;3.29411764705882;1.70588235294118;0
01.04.2001;0.245098039215686;0.415686274509804;-1.94117647058824;-4.33333333333333;-1.72549019607843;0
01.05.2001;0;0;1.33333333333333;2.09803921568627;0.411764705882353;0
01.06.2001;0;0;-1.58823529411765;-0.529411764705882;0.470588235294118;0
01.07.2001;0;0;0.0392156862745098;-2.90196078431373;-0.980392156862745;0
01.08.2001;0;0;-0.0392156862745098;2.92156862745098;0;0
01.09.2001;0;0;-1.96078431372549;-2.98039215686275;0;0
01.10.2001;0;0;1.98039215686275;1.03921568627451;0;0
01.11.2001;0;0;-0.0196078431372549;1.94117647058824;0;0
01.12.2001;0;0;-0.980392156862745;-2.98039215686275;-0.0196078431372549;0
01.01.2002;0;0;0.0196078431372548;2.01960784313725;0.0196078431372548;0
01.02.2002;0;0;0;0.0196078431372549;0;-0.25
01.03.2002;0.504901960784314;0.584313725490196;-3.05882352941176;-4.70588235294118;-1.29411764705882;0
01.04.2002;-0.504901960784314;-0.584313725490196;3.05882352941176;2.66666666666667;1.27450980392157;0
01.05.2002;0;0;-1.66666666666667;-0.901960784313726;-0.588235294117647;0
01.06.2002;0;0;-0.588235294117647;-1.52941176470588;0.470588235294118;0
01.07.2002;0;0;2.03921568627451;1.09803921568627;0.0196078431372549;0
01.08.2002;0;0;-0.0392156862745098;1.92156862745098;1;0
01.09.2002;0;0;-0.96078431372549;-2.98039215686275;-1;0
01.10.2002;0;0;0.980392156862745;2.03921568627451;0;0
01.11.2002;0;0;-0.0196078431372549;0.941176470588235;1;0
01.12.2002;0;0;0.0196078431372549;-2.98039215686275;-1.01960784313725;0
01.01.2003;0;0;0.0196078431372548;2.01960784313725;0.0196078431372548;0
01.02.2003;0;0;0;0.0196078431372549;0;-0.25
01.03.2003;-0.245098039215686;-0.415686274509804;-0.0588235294117647;-1.70588235294118;0.705882352941177;0
01.04.2003;0.245098039215686;0.415686274509804;0.0588235294117647;-0.333333333333333;-0.725490196078431;0
01.05.2003;0;0;1.33333333333333;2.09803921568627;0.411764705882353;0
01.06.2003;0;0;-2.58823529411765;-4.52941176470588;-1.52941176470588;0
01.07.2003;0;0;1.03921568627451;2.09803921568627;0.0196078431372549;0
01.08.2003;0;0;-2.03921568627451;-2.07843137254902;0;0
01.09.2003;0;0;2.03921568627451;0.0196078431372549;0;0
01.10.2003;0;0;-0.0196078431372549;3.03921568627451;0;0
01.11.2003;0;0;-2.01960784313725;-3.05882352941176;0;0
01.12.2003;0;0;2.01960784313725;1.01960784313725;-0.0196078431372549;0
01.01.2004;0;0;0.0196078431372548;1.01960784313725;1.01960784313725;0
01.02.2004;0;0;-2;-2.98039215686275;-1;0.75
01.03.2004;-0.245098039215686;-0.415686274509804;2.94117647058824;2.29411764705882;0.705882352941177;0
01.04.2004;0.245098039215686;0.415686274509804;-0.941176470588235;0.666666666666667;-0.725490196078431;0
01.05.2004;0;0;-3.66666666666667;-4.90196078431373;-1.58823529411765;0
01.06.2004;0;0;2.41176470588235;2.47058823529412;0.470588235294118;0
01.07.2004;0;0;0.0392156862745098;2.09803921568627;1.01960784313725;0
01.08.2004;0;0;-0.0392156862745098;-3.07843137254902;-1;0
01.09.2004;0;0;0.0392156862745098;2.01960784313725;0;0
01.10.2004;0;0;-2.01960784313725;-1.96078431372549;0;0
01.11.2004;0;0;1.98039215686275;-0.0588235294117647;0;0
01.12.2004;0;0;0.0196078431372549;3.01960784313725;-0.0196078431372549;0
01.01.2005;0;0;-0.980392156862745;-2.98039215686275;-0.980392156862745;0
01.02.2005;0;0;0;0.0196078431372549;0;-0.25
01.03.2005;0.754901960784314;0.584313725490196;-1.05882352941176;-0.705882352941177;-1.29411764705882;0
01.04.2005;-0.754901960784314;-0.584313725490196;2.05882352941176;3.66666666666667;2.27450980392157;0
01.05.2005;0;0;-0.666666666666667;-1.90196078431373;-0.588235294117647;0
01.06.2005;0;0;1.41176470588235;3.47058823529412;0.470588235294118;0
01.07.2005;0;0;-1.96078431372549;-1.90196078431373;0.0196078431372549;0
01.08.2005;0;0;1.96078431372549;0.92156862745098;0;0
01.09.2005;0;0;0.0392156862745098;2.01960784313725;0;0
01.10.2005;0;0;-1.01960784313725;-2.96078431372549;0;0
01.11.2005;0;0;0.980392156862745;0.941176470588235;0;0
01.12.2005;0;0;0.0196078431372549;2.01960784313725;0.980392156862745;0
01.01.2006;0;0;2.01960784313725;0.0196078431372548;0.0196078431372548;0
01.02.2006;0;0;0;0.0196078431372549;0;-0.25
01.03.2006;-0.245098039215686;-0.415686274509804;0.941176470588235;4.29411764705882;0.705882352941177;0
01.04.2006;0.245098039215686;0.415686274509804;-2.94117647058824;-4.33333333333333;-0.725490196078431;0
01.05.2006;0;0;2.33333333333333;1.09803921568627;0.411764705882353;0
01.06.2006;0;0;-1.58823529411765;0.470588235294118;-0.529411764705882;0
01.07.2006;0;0;-0.96078431372549;-2.90196078431373;0.0196078431372549;0
01.08.2006;0;0;0.96078431372549;1.92156862745098;0;0
01.09.2006;0;0;0.0392156862745098;1.01960784313725;1;0
01.10.2006;0;0;-0.0196078431372549;-2.96078431372549;-1;0
01.11.2006;0;0;-0.0196078431372549;1.94117647058824;0;0
01.12.2006;0;0;-1.98039215686275;-1.98039215686275;-0.0196078431372549;0
01.01.2007;0;0;1.01960784313725;1.01960784313725;0.0196078431372548;0
01.02.2007;0;0;0;0.0196078431372549;0;-0.25
01.03.2007;-0.245098039215686;-0.0156862745098039;0.941176470588235;2.29411764705882;0.705882352941177;0
01.04.2007;0.245098039215686;0.0156862745098039;-1.94117647058824;-3.33333333333333;-0.725490196078431;0
01.05.2007;0;0;0.333333333333333;3.09803921568627;0.411764705882353;0
01.06.2007;0;0;1.41176470588235;2.47058823529412;1.47058823529412;0
01.07.2007;0;0;0.0392156862745098;-2.90196078431373;-0.980392156862745;0
01.08.2007;0;0;-0.0392156862745098;2.92156862745098;0;0
01.09.2007;0;0;-1.96078431372549;-2.98039215686275;0;0
01.10.2007;0;0;1.98039215686275;1.03921568627451;0;0
01.11.2007;0;0;-0.0196078431372549;1.94117647058824;0;0
01.12.2007;0;0;-0.980392156862745;-2.98039215686275;-0.0196078431372549;0
01.01.2008;0;0;0.0196078431372548;2.01960784313725;0.0196078431372548;0
01.02.2008;0;0;0;1.01960784313725;0;0.75
01.03.2008;0.754901960784314;0.584313725490196;-3.05882352941176;-5.70588235294118;-1.29411764705882;0
01.04.2008;-0.754901960784314;-0.584313725490196;3.05882352941176;3.66666666666667;1.27450980392157;0
01.05.2008;0;0;0.333333333333333;3.09803921568627;0.411764705882353;0
01.06.2008;0;0;0.411764705882353;-1.52941176470588;-0.529411764705882;0
01.07.2008;0;0;1.03921568627451;2.09803921568627;0.0196078431372549;0
01.08.2008;0;0;-2.03921568627451;-2.07843137254902;0;0
01.09.2008;0;0;2.03921568627451;0.0196078431372549;0;0
01.10.2008;0;0;-0.0196078431372549;3.03921568627451;0;0
01.11.2008;0;0;-2.01960784313725;-3.05882352941176;0;0
01.12.2008;0;0;2.01960784313725;1.01960784313725;-0.0196078431372549;0
01.01.2009;0;0;0.0196078431372548;1.01960784313725;1.01960784313725;0
01.02.2009;0;0;0;0.0196078431372549;0;-0.25
01.03.2009;-0.245098039215686;-0.415686274509804;0.941176470588235;-1.70588235294118;-0.294117647058823;0
01.04.2009;0.245098039215686;0.415686274509804;-0.941176470588235;0.666666666666667;-0.725490196078431;0
01.05.2009;0;0;1.33333333333333;1.09803921568627;1.41176470588235;0
01.06.2009;0;0;0.411764705882353;-1.52941176470588;-0.529411764705882;0
01.07.2009;0;0;0.0392156862745098;3.09803921568627;0.0196078431372549;0
01.08.2009;0;0;-1.03921568627451;-3.07843137254902;0;0
01.09.2009;0;0;1.03921568627451;1.01960784313725;0;0
01.10.2009;0;0;-0.0196078431372549;2.03921568627451;1;0
01.11.2009;0;0;-1.01960784313725;-3.05882352941176;-1;0
01.12.2009;0;0;1.01960784313725;2.01960784313725;-0.0196078431372549;0
01.01.2010;0;0;-1.98039215686275;-2.98039215686275;0.0196078431372548;0
01.02.2010;0;0;0;0.0196078431372549;0;-0.25
01.03.2010;-0.245098039215686;0.584313725490196;0.941176470588235;0.294117647058823;-0.294117647058823;0
01.04.2010;0.245098039215686;-0.584313725490196;1.05882352941176;2.66666666666667;0.274509803921569;0
01.05.2010;0;0;-3.66666666666667;-4.90196078431373;-1.58823529411765;0
01.06.2010;0;0;2.41176470588235;2.47058823529412;0.470588235294118;0
01.07.2010;0;0;0.0392156862745098;2.09803921568627;1.01960784313725;0
01.08.2010;0;0;-0.0392156862745098;-3.07843137254902;-1;0
01.09.2010;0;0;0.0392156862745098;2.01960784313725;0;0
01.10.2010;0;0;-2.01960784313725;-1.96078431372549;0;0
01.11.2010;0;0;1.98039215686275;-0.0588235294117647;0;0
01.12.2010;0;0;0.0196078431372549;3.01960784313725;-0.0196078431372549;0
01.01.2011;0;0;-0.980392156862745;-2.98039215686275;-0.980392156862745;0
01.02.2011;0;0;0;0.0196078431372549;0;-0.25
01.03.2011;-0.245098039215686;-0.415686274509804;1.94117647058824;3.29411764705882;0.705882352941177;0
01.04.2011;0.245098039215686;0.415686274509804;-0.941176470588235;-0.333333333333333;0.274509803921569;0
01.05.2011;0;0;4.33333333333333;5.09803921568627;1.41176470588235;0
01.06.2011;0;0;-3.58823529411765;-3.52941176470588;-1.52941176470588;0
01.07.2011;0;0;-1.96078431372549;-1.90196078431373;0.0196078431372549;0
01.08.2011;0;0;1.96078431372549;0.92156862745098;0;0
01.09.2011;0;0;0.0392156862745098;2.01960784313725;0;0
01.10.2011;0;0;-1.01960784313725;-2.96078431372549;0;0
01.11.2011;0;0;0.980392156862745;0.941176470588235;0;0
01.12.2011;0;0;0.0196078431372549;2.01960784313725;0.980392156862745;0
01.01.2012;0;0;2.01960784313725;0.0196078431372548;0.0196078431372548;0
01.02.2012;0;0;0;1.01960784313725;0;0.75
01.03.2012;-0.245098039215686;-0.0156862745098039;0.941176470588235;2.29411764705882;0.705882352941177;0
01.04.2012;0.245098039215686;0.0156862745098039;-1.94117647058824;-3.33333333333333;-0.725490196078431;0
01.05.2012;0;0;0.333333333333333;3.09803921568627;0.411764705882353;0
01.06.2012;0;0;1.41176470588235;2.47058823529412;1.47058823529412;0
01.07.2012;0;0;0.0392156862745098;-2.90196078431373;-0.980392156862745;0
01.08.2012;0;0;-0.0392156862745098;2.92156862745098;0;0
01.09.2012;0;0;-1.96078431372549;-2.98039215686275;0;0
01.10.2012;0;0;1.98039215686275;1.03921568627451;0;0
01.11.2012;0;0;-0.0196078431372549;1.94117647058824;0;0
01.12.2012;0;0;-0.980392156862745;-2.98039215686275;-0.0196078431372549;0
01.01.2013;0;0;0.0196078431372548;2.01960784313725;0.0196078431372548;0
01.02.2013;0;0;0;0.0196078431372549;0;-0.25
01.03.2013;0.504901960784314;0.584313725490196;-3.05882352941176;-4.70588235294118;-1.29411764705882;0
01.04.2013;-0.504901960784314;-0.584313725490196;3.05882352941176;2.66666666666667;1.27450980392157;0
01.05.2013;0;0;-1.66666666666667;-0.901960784313726;-0.588235294117647;0
01.06.2013;0;0;-0.588235294117647;-1.52941176470588;0.470588235294118;0
01.07.2013;0;0;2.03921568627451;1.09803921568627;0.0196078431372549;0
01.08.2013;0;0;-0.0392156862745098;1.92156862745098;1;0
01.09.2013;0;0;-0.96078431372549;-2.98039215686275;-1;0
01.10.2013;0;0;0.980392156862745;2.03921568627451;0;0
01.11.2013;0;0;-0.0196078431372549;0.941176470588235;1;0
01.12.2013;0;0;0.0196078431372549;-2.98039215686275;-1.01960784313725;0
01.01.2014;0;0;0.0196078431372548;2.01960784313725;0.0196078431372548;0
01.02.2014;0;0;0;0.0196078431372549;0;-0.25
01.03.2014;-0.245098039215686;-0.415686274509804;-0.0588235294117647;-1.70588235294118;0.705882352941177;0
01.04.2014;0.245098039215686;0.415686274509804;0.0588235294117647;-0.333333333333333;-0.725490196078431;0
01.05.2014;0;0;1.33333333333333;2.09803921568627;0.411764705882353;0
01.06.2014;0;0;-2.58823529411765;-4.52941176470588;-1.52941176470588;0
01.07.2014;0;0;1.03921568627451;2.09803921568627;0.0196078431372549;0
01.08.2014;0;0;-2.03921568627451;-2.07843137254902;0;0
01.09.2014;0;0;2.03921568627451;0.0196078431372549;0;0
01.10.2014;0;0;-0.0196078431372549;3.03921568627451;0;0
01.11.2014;0;0;-2.01960784313725;-3.05882352941176;0;0
01.12.2014;0;0;2.01960784313725;1.01960784313725;-0.0196078431372549;0
01.01.2015;0;0;0.0196078431372548;1.01960784313725;1.01960784313725;0
01.02.2015;0;0;0;0.0196078431372549;0;-0.25
01.03.2015;-0.245098039215686;0.384313725490196;-1.05882352941176;-2.70588235294118;-1.29411764705882;0
01.04.2015;0.245098039215686;-0.384313725490196;1.05882352941176;1.66666666666667;0.274509803921569;0
01.05.2015;0;0;-1.66666666666667;-1.90196078431373;0.411764705882353;0
01.06.2015;0;0;3.41176470588235;1.47058823529412;0.470588235294118;0
01.07.2015;0;0;0.0392156862745098;3.09803921568627;0.0196078431372549;0
01.08.2015;0;0;-1.03921568627451;-3.07843137254902;0;0
01.09.2015;0;0;1.03921568627451;1.01960784313725;0;0
01.10.2015;0;0;-0.0196078431372549;2.03921568627451;1;0
01.11.2015;0;0;-1.01960784313725;-3.05882352941176;-1;0
01.12.2015;0;0;1.01960784313725;2.01960784313725;-0.0196078431372549;0
01.01.2016;0;0;-1.98039215686275;-2.98039215686275;0.0196078431372548;0
01.02.2016;0;0;1;0.0196078431372549;0;0.75
01.03.2016;0.754901960784314;0.584313725490196;-1.05882352941176;-0.705882352941177;-1.29411764705882;0
01.04.2016;-0.754901960784314;-0.584313725490196;2.05882352941176;3.66666666666667;2.27450980392157;0
01.05.2016;0;0;-0.666666666666667;-1.90196078431373;-0.588235294117647;0
01.06.2016;0;0;1.41176470588235;3.47058823529412;0.470588235294118;0
01.07.2016;0;0;-1.96078431372549;-1.90196078431373;0.0196078431372549;0
01.08.2016;0;0;1.96078431372549;0.92156862745098;0;0
01.09.2016;0;0;0.0392156862745098;2.01960784313725;0;0
01.10.2016;0;0;-1.01960784313725;-2.96078431372549;0;0
01.11.2016;0;0;0.980392156862745;0.941176470588235;0;0
01.12.2016;0;0;0.0196078431372549;2.01960784313725;0.980392156862745;0
01.01.2017;0;0;2.01960784313725;0.0196078431372548;0.0196078431372548;0
01.02.2017;0;0;0;0.0196078431372549;0;-0.25
01.03.2017;-0.245098039215686;-0.415686274509804;0.941176470588235;4.29411764705882;0.705882352941177;0
01.04.2017;0.245098039215686;0.415686274509804;-2.94117647058824;-4.33333333333333;-0.725490196078431;0
01.05.2017;0;0;2.33333333333333;1.09803921568627;0.411764705882353;0
01.06.2017;0;0;-1.58823529411765;0.470588235294118;-0.529411764705882;0
01.07.2017;0;0;-0.96078431372549;-2.90196078431373;0.0196078431372549;0
01.08.2017;0;0;0.96078431372549;1.92156862745098;0;0
01.09.2017;0;0;0.0392156862745098;1.01960784313725;1;0
01.10.2017;0;0;-0.0196078431372549;-2.96078431372549;-1;0
01.11.2017;0;0;-0.0196078431372549;1.94117647058824;0;0
01.12.2017;0;0;-1.98039215686275;-1.98039215686275;-0.0196078431372549;0
01.01.2018;0;0;1.01960784313725;1.01960784313725;0.0196078431372548;0
01.02.2018;0;0;0;0.0196078431372549;0;-0.25
01.03.2018;0.504901960784314;0.584313725490196;-1.05882352941176;-0.705882352941176;-0.294117647058823;0
01.04.2018;-0.504901960784314;-0.584313725490196;0.0588235294117647;-0.333333333333333;0.274509803921569;0
01.05.2018;0;0;-1.66666666666667;-0.901960784313726;-0.588235294117647;0
01.06.2018;0;0;1.41176470588235;2.47058823529412;1.47058823529412;0
01.07.2018;0;0;0.0392156862745098;-2.90196078431373;-0.980392156862745;0
01.08.2018;0;0;-0.0392156862745098;2.92156862745098;0;0
01.09.2018;0;0;-1.96078431372549;-2.98039215686275;0;0
01.10.2018;0;0;1.98039215686275;1.03921568627451;0;0
01.11.2018;0;0;-0.0196078431372549;1.94117647058824;0;0
01.12.2018;0;0;-0.980392156862745;-2.98039215686275;-0.0196078431372549;0
01.01.2019;0;0;0.0196078431372548;2.01960784313725;0.0196078431372548;0
01.02.2019;0;0;0;0.0196078431372549;0;-0.25
01.03.2019;-0.245098039215686;-0.415686274509804;-1.05882352941176;-0.705882352941176;0.705882352941177;0
01.04.2019;0.245098039215686;0.415686274509804;1.05882352941176;-1.33333333333333;-0.725490196078431;0
01.05.2019;0;0;1.33333333333333;2.09803921568627;0.411764705882353;0
01.06.2019;0;0;-3.58823529411765;-4.52941176470588;-0.529411764705882;0
01.07.2019;0;0;2.03921568627451;1.09803921568627;0.0196078431372549;0
01.08.2019;0;0;-0.0392156862745098;1.92156862745098;1;0
01.09.2019;0;0;-0.96078431372549;-2.98039215686275;-1;0
01.10.2019;0;0;0.980392156862745;2.03921568627451;0;0
01.11.2019;0;0;-0.0196078431372549;0.941176470588235;1;0
01.12.2019;0;0;0.0196078431372549;-2.98039215686275;-1.01960784313725;0
01.01.2020;0;0;0.0196078431372548;2.01960784313725;0.0196078431372548;0
01.02.2020;0;0;0;0.0196078431372549;1;0.75
01.03.2020;-0.245098039215686;-0.415686274509804;0.941176470588235;-1.70588235294118;-0.294117647058823;0
01.04.2020;0.245098039215686;0.415686274509804;-0.941176470588235;0.666666666666667;-0.725490196078431;0
01.05.2020;0;0;1.33333333333333;1.09803921568627;1.41176470588235;0
01.06.2020;0;0;0.411764705882353;-1.52941176470588;-0.529411764705882;0
01.07.2020;0;0;0.0392156862745098;3.09803921568627;0.0196078431372549;0
01.08.2020;0;0;-1.03921568627451;-3.07843137254902;0;0
01.09.2020;0;0;1.03921568627451;1.01960784313725;0;0
01.10.2020;0;0;-0.0196078431372549;2.03921568627451;1;0
01.11.2020;0;0;-1.01960784313725;-3.05882352941176;-1;0
01.12.2020;0;0;1.01960784313725;2.01960784313725;-0.0196078431372549;0
01.01.2021;0;0;-1.98039215686275;-2.98039215686275;0.0196078431372548;0
01.02.2021;0;0;0;0.0196078431372549;0;-0.25
01.03.2021;-0.245098039215686;0.584313725490196;0.941176470588235;0.294117647058823;-0.294117647058823;0
01.04.2021;0.245098039215686;-0.584313725490196;1.05882352941176;2.66666666666667;0.274509803921569;0
01.05.2021;0;0;-3.66666666666667;-4.90196078431373;-1.58823529411765;0
01.06.2021;0;0;2.41176470588235;2.47058823529412;0.470588235294118;0
01.07.2021;0;0;0.0392156862745098;2.09803921568627;1.01960784313725;0
01.08.2021;0;0;-0.0392156862745098;-3.07843137254902;-1;0
01.09.2021;0;0;0.0392156862745098;2.01960784313725;0;0
01.10.2021;0;0;-2.01960784313725;-1.96078431372549;0;0
01.11.2021;0;0;1.98039215686275;-0.0588235294117647;0;0
01.12.2021;0;0;0.0196078431372549;3.01960784313725;-0.0196078431372549;0
01.01.2022;0;0;-0.980392156862745;-2.98039215686275;-0.980392156862745;0
01.02.2022;0;0;0;0.0196078431372549;0;-0.25
01.03.2022;-0.245098039215686;-0.415686274509804;1.94117647058824;3.29411764705882;0.705882352941177;0
01.04.2022;0.245098039215686;0.415686274509804;-0.941176470588235;-0.333333333333333;0.274509803921569;0
01.05.2022;0;0;2.33333333333333;1.09803921568627;0.411764705882353;0
01.06.2022;0;0;-1.58823529411765;0.470588235294118;-0.529411764705882;0
01.07.2022;0;0;-1.96078431372549;-1.90196078431373;0.0196078431372549;0
01.08.2022;0;0;1.96078431372549;0.92156862745098;0;0
01.09.2022;0;0;0.0392156862745098;2.01960784313725;0;0
01.10.2022;0;0;-1.01960784313725;-2.96078431372549;0;0
01.11.2022;0;0;0.980392156862745;0.941176470588235;0;0
01.12.2022;0;0;0.0196078431372549;2.01960784313725;0.980392156862745;0
01.01.2023;0;0;2.01960784313725;0.0196078431372548;0.0196078431372548;0
01.02.2023;0;0;0;0.0196078431372549;0;-0.25
01.03.2023;-0.245098039215686;-0.215686274509804;0.941176470588235;3.29411764705882;0.705882352941177;0
01.04.2023;0.245098039215686;0.215686274509804;-2.94117647058824;-3.33333333333333;-0.725490196078431;0
01.05.2023;0;0;-0.666666666666667;-1.90196078431373;-0.588235294117647;0
01.06.2023;0;0;1.41176470588235;3.47058823529412;0.470588235294118;0
01.07.2023;0;0;-0.96078431372549;-2.90196078431373;0.0196078431372549;0
01.08.2023;0;0;0.96078431372549;1.92156862745098;0;0
01.09.2023;0;0;0.0392156862745098;1.01960784313725;1;0
01.10.2023;0;0;-0.0196078431372549;-2.96078431372549;-1;0
01.11.2023;0;0;-0.0196078431372549;1.94117647058824;0;0
01.12.2023;0;0;-1.98039215686275;-1.98039215686275;-0.0196078431372549;0
01.01.2024;0;0;1.01960784313725;1.01960784313725;0.0196078431372548;0
01.02.2024;0;0;0;1.01960784313725;0;0.75
01.03.2024;0.504901960784314;0.584313725490196;-3.05882352941176;-4.70588235294118;-1.29411764705882;0
01.04.2024;-0.504901960784314;-0.584313725490196;3.05882352941176;2.66666666666667;1.27450980392157;0
01.05.2024;0;0;-1.66666666666667;-0.901960784313726;-0.588235294117647;0
01.06.2024;0;0;-0.588235294117647;-1.52941176470588;0.470588235294118;0
01.07.2024;0;0;2.03921568627451;1.09803921568627;0.0196078431372549;0
01.08.2024;0;0;-0.0392156862745098;1.92156862745098;1;0
01.09.2024;0;0;-0.96078431372549;-2.98039215686275;-1;0
01.10.2024;0;0;0.980392156862745;2.03921568627451;0;0
01.11.2024;0;0;-0.0196078431372549;0.941176470588235;1;0
01.12.2024;0;0;0.0196078431372549;-2.98039215686275;-1.01960784313725;0
01.01.2025;0;0;0.0196078431372548;2.01960784313725;0.0196078431372548;0
01.02.2025;0;0;0;0.0196078431372549;0;-0.25
01.03.2025;-0.245098039215686;-0.415686274509804;-0.0588235294117647;-1.70588235294118;0.705882352941177;0
01.04.2025;0.245098039215686;0.415686274509804;0.0588235294117647;-0.333333333333333;-0.725490196078431;0
01.05.2025;0;0;1.33333333333333;2.09803921568627;0.411764705882353;0
